title,year,rating,rank,genres,plot,directors,actors,release_date,running_time_secs,image_url
American Splendor,2003,7.5,3875,"['Biography', 'Comedy', 'Drama']",An original mix of fiction and reality illuminates the life of comic book hero everyman Harvey Pekar.,"['Shari Springer Berman', 'Robert Pulcini']","['Paul Giamatti', 'Shari Springer Berman', 'Harvey Pekar']",2003-01-20,6060,http://ia.media-imdb.com/images/M/MV5BMjA0MjYxNjY1MV5BMl5BanBnXkFtZTcwNDkwMjAwMQ@@._V1_SX400_.jpg
American Violet,2008,6.7,4961,['Drama'],A single African-American mother struggles to clear her name after being wrongly accused and arrested for dealing drugs in an impoverished town in Texas.,['Tim Disney'],"['Nicole Beharie', 'Will Patton', 'Alfre Woodard']",2008-08-29,6180,http://ia.media-imdb.com/images/M/MV5BMTYwNjg4ODIwMV5BMl5BanBnXkFtZTcwODM3OTI4Mg@@._V1_SX400_.jpg
American Wedding,2003,6.1,2030,"['Comedy', 'Romance']","It's the wedding of Jim and Michelle and the gathering of their families and friends, including Jim's old friends from high school and Michelle's little sister.",['Jesse Dylan'],"['Jason Biggs', 'Alyson Hannigan', 'Seann William Scott']",2003-07-24,5760,http://ia.media-imdb.com/images/M/MV5BMTAwNTIzNDk1MDVeQTJeQWpwZ15BbWU3MDMwNzAwMDE@._V1_SX400_.jpg
Amistad,1997,7.1,2696,"['Drama', 'History', 'Mystery']",About a 1839 mutiny aboard a slave ship that is traveling towards the northeastern coast of America. Much of the story involves a court-room drama about the free man who led the revolt.,['Steven Spielberg'],"['Djimon Hounsou', 'Matthew McConaughey', 'Anthony Hopkins']",1997-12-04,9300,http://ia.media-imdb.com/images/M/MV5BMjEzMDkxMTYyNl5BMl5BanBnXkFtZTYwMDA2ODk4._V1_SX400_.jpg
Among Friends,2012,4.3,4761,"['Comedy', 'Horror']","A group of friends get together for a murder mystery party, but things take a dark turn when one hijacks the evening and is out for blood.",['Danielle Harris'],"['Alyssa Lobit', 'Jennifer Blanc', 'AJ Bowen']",2012-09-29,5220,http://ia.media-imdb.com/images/M/MV5BMjAzNzE5NjM0NV5BMl5BanBnXkFtZTcwNjczMjY3OQ@@._V1_SX400_.jpg
Amores perros,2000,8.1,3773,"['Drama', 'Thriller']","A horrific car accident connects three stories, each involving characters dealing with loss, regret, and life's harsh realities, all in the name of love.",['Alejandro González Iñárritu'],"['Emilio Echevarría', 'Gael García Bernal', 'Goya Toledo']",2000-05-14,9240,http://ia.media-imdb.com/images/M/MV5BMjIyNTA5MzQ5N15BMl5BanBnXkFtZTcwNjIyNTgxMQ@@._V1_SX400_.jpg
Amour,2012,7.8,1291,"['Drama', 'Romance']","Georges and Anne are an octogenarian couple. They are cultivated, retired music teachers. Their daughter, also a musician, lives in Britain with her family. One day, Anne has a stroke, and the couple's bond of love is severely tested.",['Michael Haneke'],"['Jean-Louis Trintignant', 'Emmanuelle Riva', 'Isabelle Huppert']",2012-05-20,7620,http://ia.media-imdb.com/images/M/MV5BMTk1NTc3NDc4MF5BMl5BanBnXkFtZTcwNjYwNDk0OA@@._V1_SX400_.jpg
An Affair to Remember,1957,7.3,4411,"['Drama', 'Romance']",A couple falls in love and agrees to meet in six months at the Empire State Building - but will it happen?,['Leo McCarey'],"['Cary Grant', 'Deborah Kerr', 'Richard Denning']",1957-07-02,7140,http://ia.media-imdb.com/images/M/MV5BNDkxODc3MDE3NV5BMl5BanBnXkFtZTcwMzEyMzU3Mg@@._V1_SX400_.jpg
An American Crime,2007,7.2,2085,"['Biography', 'Crime', 'Drama']","The true story of suburban housewife Gertrude Baniszewski, who kept a teenage girl locked in the basement of her Indiana home during the 1960s.","[""Tommy O'Haver""]","['Ellen Page', 'Hayley McFarland', 'Nick Searcy']",2007-01-19,5820,http://ia.media-imdb.com/images/M/MV5BMjA0MjY1OTkxNV5BMl5BanBnXkFtZTcwNDY3NjQ3MQ@@._V1_SX400_.jpg
An American Haunting,2005,4.9,4512,"['Horror', 'Mystery', 'Thriller']",Based on the true events of the only case in US History where a spirit caused the death of a man.,['Courtney Solomon'],"['Donald Sutherland', 'Sissy Spacek', 'Rachel Hurd-Wood']",2005-11-05,4980,http://ia.media-imdb.com/images/M/MV5BOTg0MDcyNDczMl5BMl5BanBnXkFtZTcwNjE4ODIzMQ@@._V1_SX400_.jpg
An American Tail,1986,6.8,4141,"['Animation', 'Comedy', 'Drama', 'Family', 'History', 'Musical']","While emigrating to the United States, a young Russian mouse gets separated from his family and must relocate them while trying to survive in a new country.",['Don Bluth'],"['Dom DeLuise', 'Christopher Plummer', 'Erica Yohn']",1986-11-21,4800,http://ia.media-imdb.com/images/M/MV5BMTgwNDQ3NzA4MV5BMl5BanBnXkFtZTcwNDI3MjMyMQ@@._V1_SX400_.jpg
An American Werewolf in London,1981,7.5,1848,['Horror'],Two American college students on a walking tour of Britain are attacked by a werewolf that none of the locals will admit exists.,['John Landis'],"['David Naughton', 'Jenny Agutter', 'Joe Belcher']",1981-08-21,5820,http://ia.media-imdb.com/images/M/MV5BMTI1MjIwMjQ3NV5BMl5BanBnXkFtZTcwMTY3NDc3Mg@@._V1_SX400_.jpg
An American Werewolf in Paris,1997,4.9,4081,"['Horror', 'Romance', 'Thriller', 'Comedy']",An American man unwittingly gets involved with werewolves who have developed a serum allowing them to transform at will.,['Anthony Waller'],"['Tom Everett Scott', 'Julie Delpy', 'Vince Vieluf']",1997-10-31,6300,http://ia.media-imdb.com/images/M/MV5BMTMyMTg2MjI0Ml5BMl5BanBnXkFtZTYwNjc5ODc4._V1_SX400_.jpg
An American in Paris,1951,7.2,3054,"['Musical', 'Romance']","Three friends struggle to find work in Paris. However, things become more complicated when two of them fall in love with the same woman.",['Vincente Minnelli'],"['Gene Kelly', 'Leslie Caron', 'Oscar Levant']",1951-08-26,6780,http://ia.media-imdb.com/images/M/MV5BMTYyMTU2NzkyN15BMl5BanBnXkFtZTcwNzYxMTgxMQ@@._V1_SX400_.jpg
An Education,2009,7.3,932,['Drama'],"A coming-of-age story about a teenage girl in 1960s suburban London, and how her life changes with the arrival of a playboy nearly twice her age.",['Lone Scherfig'],"['Carey Mulligan', 'Peter Sarsgaard', 'Alfred Molina']",2009-01-18,6000,http://ia.media-imdb.com/images/M/MV5BMTg4NjgzOTc0MF5BMl5BanBnXkFtZTcwOTc2OTE3Mg@@._V1_SX400_.jpg
An Officer and a Gentleman,1982,6.8,2592,"['Drama', 'Romance']","A young man must complete his work at a Navy Flight school to become an aviator, with the help of a tough gunnery sergeant and his new girlfriend.",['Taylor Hackford'],"['Richard Gere', 'Debra Winger', 'David Keith']",1982-07-28,7440,http://ia.media-imdb.com/images/M/MV5BOTgzMDMyODI0OV5BMl5BanBnXkFtZTcwMjUwMDI0MQ@@._V1_SX400_.jpg
An Unfinished Life,2005,6.9,4169,['Drama'],"A down on her luck woman, desperate to provide care for her daughter, moves in with her father in-law from whom she is estranged. Through time, they learn to forgive each other and heal old wounds.",['Lasse Hallström'],"['Jennifer Lopez', 'Robert Redford', 'Morgan Freeman']",2005-08-19,6480,http://ia.media-imdb.com/images/M/MV5BMjc3MzEzMTQ3OF5BMl5BanBnXkFtZTcwNDEwMzYzMQ@@._V1_SX400_.jpg
Anaconda,1997,4.4,3576,"['Adventure', 'Thriller']","A ""National Geographic"" film crew is taken hostage by an insane hunter, who takes them along on his quest to capture the world's largest - and deadliest - snake.",['Luis Llosa'],"['Jon Voight', 'Jennifer Lopez', 'Eric Stoltz']",1997-04-11,5340,http://ia.media-imdb.com/images/M/MV5BMTMzMTU5NjcxNl5BMl5BanBnXkFtZTcwMzE2NDU2MQ@@._V1_SX400_.jpg
Anacondas: The Hunt for the Blood Orchid,2004,4.3,4098,"['Action', 'Adventure', 'Horror', 'Sci-Fi', 'Thriller']","A scientific expedition sets out for Borneo to seek a flower called the Blood Orchid, which could grant longer life. Meanwhile, they run afoul of snakes and each other.",['Dwight H. Little'],"['Morris Chestnut', 'KaDee Strickland', 'Eugene Byrd']",2004-08-25,5820,http://ia.media-imdb.com/images/M/MV5BMjE4MTI3NTYyNV5BMl5BanBnXkFtZTcwNzc0MjYyMQ@@._V1_SX400_.jpg
Analyze That,2002,5.7,4795,"['Comedy', 'Crime']","Mobster Paul Vitti is released into Dr. Ben Sobol's care, where only more chaos ensues.",['Harold Ramis'],"['Robert De Niro', 'Billy Crystal', 'Lisa Kudrow']",2002-12-06,5760,http://ia.media-imdb.com/images/M/MV5BMTc0OTYwMzQ5OF5BMl5BanBnXkFtZTYwMzQyMDg5._V1_SX400_.jpg
Analyze This,1999,6.6,2727,"['Comedy', 'Crime']",A comedy about a psychiatrist whose number one-patient is an insecure mob boss.,['Harold Ramis'],"['Robert De Niro', 'Billy Crystal', 'Lisa Kudrow']",1999-03-05,6180,http://ia.media-imdb.com/images/M/MV5BMTIwMDExNjkwMl5BMl5BanBnXkFtZTYwNDIzNDk4._V1_SX400_.jpg
Anamorph,2007,5.4,4855,"['Crime', 'Horror', 'Thriller']","A psychological thriller based on the concept of anamorphosis, a painting technique that manipulates the laws of perspective to create two competing images on a single canvas.",['Henry Miller'],"['Willem Dafoe', 'Scott Speedman', 'Don Harvey']",2007-09-21,6420,http://ia.media-imdb.com/images/M/MV5BMTQ4MDg3MTI3NF5BMl5BanBnXkFtZTcwMjk0MzQ2MQ@@._V1_SX400_.jpg
Anastasia,1997,6.8,1573,"['Animation', 'Adventure', 'Drama', 'Family', 'Fantasy', 'Musical', 'Mystery', 'Romance']","The last surviving child of the Russian Royal Family hooks up with two con men to reunite with her grandmother, the Dowager Empress, while the undead Rasputin seeks her death.","['Don Bluth', 'Gary Goldman']","['Meg Ryan', 'John Cusack', 'Christopher Lloyd']",1997-11-14,5640,http://ia.media-imdb.com/images/M/MV5BMTYwNTA4NzY1N15BMl5BanBnXkFtZTYwODE1NzM5._V1_SX400_.jpg
Anchorman 2: The Legend Continues,2013,0.0,182,['Comedy'],"With the 70s behind him, San Diego's top rated newsman, Ron Burgundy, returns to take New York's first 24-hour news channel by storm.",['Adam McKay'],"['Will Ferrell', 'Christina Applegate', 'Paul Rudd']",2013-12-19,0,http://ia.media-imdb.com/images/M/MV5BMTM5NTY0NTUzOV5BMl5BanBnXkFtZTcwMDY2MzA3OQ@@._V1_SX400_.jpg
Anchorman: The Legend of Ron Burgundy,2004,7.1,380,['Comedy'],"Ron Burgundy is San Diego's top rated newsman in the male-dominated broadcasting of the 70's, but that's all about to change for Ron and his cronies when an ambitious woman is hired as a new anchor.",['Adam McKay'],"['Will Ferrell', 'Christina Applegate', 'Steve Carell']",2004-07-09,5640,http://ia.media-imdb.com/images/M/MV5BMTQ2MzYwMzk5Ml5BMl5BanBnXkFtZTcwOTI4NzUyMw@@._V1_SX400_.jpg
And Soon the Darkness,2010,5.0,2866,"['Crime', 'Horror', 'Mystery', 'Thriller']","When two American girls on a bike trip in a remote part of Argentina split up and one of them goes missing, the other must find her before her worst fears are realized.",['Marcos Efron'],"['Amber Heard', 'Odette Annable', 'Karl Urban']",2010-12-17,5460,http://ia.media-imdb.com/images/M/MV5BMTk1MDk2NjU5MF5BMl5BanBnXkFtZTcwMDQ2MDAwNA@@._V1_SX400_.jpg
And While We Were Here,2012,4.8,4367,['Drama'],"While working on a writing project on the island of Ischia, a married woman (Bosworth) enters into an affair with a younger man.",['Kat Coiro'],"['Kate Bosworth', 'Iddo Goldberg', 'Jamie Blackley']",2012-04-21,4980,http://ia.media-imdb.com/images/M/MV5BMTU1MTgxOTcwNl5BMl5BanBnXkFtZTgwNzYzODEyMDE@._V1_SX400_.jpg
Andre,1994,5.4,4639,"['Adventure', 'Drama', 'Family']","The true story of how a marine sea lion named Andre befriended a little girl and her family, circa 1962.",['George Miller'],"['Tina Majorino', 'Keith Carradine', 'Chelsea Field']",1994-08-17,5700,http://ia.media-imdb.com/images/M/MV5BMTg3MjU1MzYyMl5BMl5BanBnXkFtZTcwNzI4MjEyMQ@@._V1_SX400_.jpg
Angel Heart,1987,7.3,2896,"['Horror', 'Mystery', 'Thriller']",,['Alan Parker'],"['Mickey Rourke', 'Robert De Niro', 'Lisa Bonet']",1987-03-06,6780,http://ia.media-imdb.com/images/M/MV5BNzIwODgxNjMzOF5BMl5BanBnXkFtZTcwMzc2MzUyMQ@@._V1_SX400_.jpg
Angels & Demons,2009,6.6,905,"['Mystery', 'Thriller']",Harvard symbologist Robert Langdon works to solve a murder and prevent a terrorist act against the Vatican.,['Ron Howard'],"['Tom Hanks', 'Ewan McGregor', 'Ayelet Zurer']",2009-05-04,8280,http://ia.media-imdb.com/images/M/MV5BMjEzNzM2MjgxMF5BMl5BanBnXkFtZTcwNTQ1MTM0Mg@@._V1_SX400_.jpg
Angels in the Outfield,1994,5.7,1035,"['Comedy', 'Family', 'Fantasy', 'Sport']","When a boy prays for a chance to have a family if the California Angels win the pennant, angels are assigned to make that possible.",['William Dear'],"['Danny Glover', 'Brenda Fricker', 'Tony Danza']",1994-07-15,6120,http://ia.media-imdb.com/images/M/MV5BMTIzOTQ5MDM0N15BMl5BanBnXkFtZTcwMDk3NjAwMQ@@._V1_SX400_.jpg
Anger Management,2003,6.1,1889,['Comedy'],"Sandler plays a businessman who is wrongly sentenced to an anger-management program, where he meets an aggressive instructor.",['Peter Segal'],"['Jack Nicholson', 'Adam Sandler', 'Marisa Tomei']",2003-03-05,6360,http://ia.media-imdb.com/images/M/MV5BMTQ1NTIxMTY5OF5BMl5BanBnXkFtZTYwODI3Mzg5._V1_SX400_.jpg
"Angus, Thongs and Perfect Snogging",2008,6.2,1845,"['Comedy', 'Drama']","The story centers on a 14-year-old girl who keeps a diary about the ups and downs of being a teenager, including the things she learns about kissing.",['Gurinder Chadha'],"['Georgia Groome', 'Aaron Taylor-Johnson', 'Karen Taylor']",2008-07-25,6000,http://ia.media-imdb.com/images/M/MV5BMTI1MTg0NjcyNF5BMl5BanBnXkFtZTcwMzQxNTQ4MQ@@._V1_SX400_.jpg
Animal House,1978,7.5,527,"['Comedy', 'Romance']","At a 1962 College, Dean Vernon Wormer is determined to expel the entire Delta Tau Chi Fraternity, but those troublemakers have other plans for him.",['John Landis'],"['John Belushi', 'Karen Allen', 'Tom Hulce']",1978-07-27,6540,http://ia.media-imdb.com/images/M/MV5BMTY2OTQxNTc1OF5BMl5BanBnXkFtZTYwNjA3NjI5._V1_SX400_.jpg
Animal Kingdom,2010,7.3,2447,"['Crime', 'Drama', 'Thriller']",Tells the story of seventeen year-old J (Josh) as he navigates his survival amongst an explosive criminal family and the detective who thinks he can save him.,['David Michôd'],"['James Frecheville', 'Guy Pearce', 'Joel Edgerton']",2010-01-22,6780,http://ia.media-imdb.com/images/M/MV5BMTQ2NjcwNjE4NV5BMl5BanBnXkFtZTcwNDU2NDg1Mw@@._V1_SX400_.jpg
Animal Rescue,2014,0.0,2920,"['Crime', 'Drama']","A crime-drama centered around a lost pit bull, a wannabe scam artist, and a killing.",['Michaël R. Roskam'],"['Tom Hardy', 'James Gandolfini', 'Noomi Rapace']",2014-01-01,0,
Anna Karenina,2012,6.6,271,['Drama'],"Set in late-19th-century Russia high-society, the aristocrat Anna Karenina enters into a life-changing affair with the affluent Count Vronsky.",['Joe Wright'],"['Keira Knightley', 'Jude Law', 'Aaron Taylor-Johnson']",2012-09-07,7740,http://ia.media-imdb.com/images/M/MV5BMTU0NDgxNDg0NV5BMl5BanBnXkFtZTcwMjE4MzkwOA@@._V1_SX400_.jpg
Anna and the King,1999,6.5,3260,"['Comedy', 'Drama', 'History', 'Romance']",The story of the romance between the King of Siam and the widowed British schoolteacher Anna Leonowens during the 1860's.,['Andy Tennant'],"['Jodie Foster', 'Yun-Fat Chow', 'Bai Ling']",1999-12-06,8880,http://ia.media-imdb.com/images/M/MV5BMTQ0Njk4Njc1NF5BMl5BanBnXkFtZTYwNjIyNDc4._V1_SX400_.jpg
Annapolis,2006,5.4,4310,"['Drama', 'Romance', 'Sport']","Set against the backdrop of boxing at the Naval Academy, centers on a young man from the wrong side of the tracks whose dream of attending Annapolis becomes a reality.",['Justin Lin'],"['James Franco', 'Jordana Brewster', 'Tyrese Gibson']",2006-01-23,6480,http://ia.media-imdb.com/images/M/MV5BNDQxMzA1Mjk5MF5BMl5BanBnXkFtZTcwMTM5NjEzMQ@@._V1_SX400_.jpg
Annie,1982,6.1,1184,"['Comedy', 'Drama', 'Family', 'Musical']",Broadway musical based on the Little Orphan Annie comic strip. A young orphan girls adventures in finding a family that will take her.,['John Huston'],"['Aileen Quinn', 'Albert Finney', 'Carol Burnett']",1982-05-17,7560,http://ia.media-imdb.com/images/M/MV5BMTczMjgwNTAyNV5BMl5BanBnXkFtZTcwMDU3MzMyMQ@@._V1_SX400_.jpg
Annie,2014,0.0,1323,"['Comedy', 'Drama', 'Family', 'Musical']",,['Will Gluck'],"['Rose Byrne', 'Bobby Cannavale', 'Cameron Diaz']",2014-12-19,0,
Annie Hall,1977,8.2,1632,"['Comedy', 'Romance']",Neurotic New York comedian Alvy Singer falls in love with the ditsy Annie Hall.,['Woody Allen'],"['Woody Allen', 'Diane Keaton', 'Tony Roberts']",1977-04-20,5580,http://ia.media-imdb.com/images/M/MV5BMTU1NDM2MjkwM15BMl5BanBnXkFtZTcwODU3OTYwNA@@._V1_SX400_.jpg
Anonymous,2011,6.7,1492,"['Drama', 'History', 'Thriller']","The theory that it was in fact Edward De Vere, Earl of Oxford, who penned Shakespeare's plays. Set against the backdrop of the succession of Queen Elizabeth I and the Essex rebellion against her.",['Roland Emmerich'],"['Rhys Ifans', 'Vanessa Redgrave', 'David Thewlis']",2011-09-11,7800,http://ia.media-imdb.com/images/M/MV5BMjAxOTA5MTMxOV5BMl5BanBnXkFtZTcwNDI4MzU0NQ@@._V1_SX400_.jpg
Another Earth,2011,6.9,1497,"['Drama', 'Sci-Fi']","On the night of the discovery of a duplicate Earth in the Solar system, an ambitious young student and an accomplished composer cross paths in a tragic accident.",['Mike Cahill'],"['Brit Marling', 'William Mapother', 'Matthew-Lee Erlbach']",2011-01-24,5520,http://ia.media-imdb.com/images/M/MV5BMTAzNTIzMjkxNjJeQTJeQWpwZ15BbWU3MDEwNDQ2OTU@._V1_SX400_.jpg
Another Gay Movie,2006,4.8,4915,['Comedy'],Four gay high school friends make a pact to lose their virginity before they go to college.,['Todd Stephens'],"['Michael Carbonaro', 'Jonathan Chase', 'Jonah Blechman']",2006-04-28,5520,http://ia.media-imdb.com/images/M/MV5BMTQ1OTE5NzM4M15BMl5BanBnXkFtZTcwMTAwMjQzMQ@@._V1_SX400_.jpg
Another Year,2010,7.3,3297,"['Comedy', 'Drama']",A look at four seasons in the lives of a happily married couple and their relationships with their family and friends.,['Mike Leigh'],"['Jim Broadbent', 'Ruth Sheen', 'Lesley Manville']",2010-05-15,7740,http://ia.media-imdb.com/images/M/MV5BMTY5NzY5NTY2NF5BMl5BanBnXkFtZTcwNTg3NzIxNA@@._V1_SX400_.jpg
Ant-Man,2015,0.0,1557,"['Action', 'Sci-Fi']","Biochemist Dr. Hank Pym uses his latest discovery, a group of subatomic particles, to create a size-altering formula. Though his first self-test goes awry, he develops an instrument that helps him communicate with and control insects.",['Edgar Wright'],,2015-07-31,0,http://ia.media-imdb.com/images/M/MV5BMTU1MDAwNDk0NF5BMl5BanBnXkFtZTgwOTA4OTIzMDE@._V1_SX400_.jpg
Antichrist,2009,6.5,1161,"['Drama', 'Horror']","A grieving couple retreat to their cabin in the woods, hoping to repair their broken hearts and troubled marriage. But nature takes its course and things go from bad to worse.",['Lars von Trier'],"['Willem Dafoe', 'Charlotte Gainsbourg', 'Storm Acheche Sahlstrøm']",2009-05-18,6480,http://ia.media-imdb.com/images/M/MV5BMjE3MjQ2ODc1N15BMl5BanBnXkFtZTcwNjYyMzI5Mg@@._V1_SX400_.jpg
Antitrust,2001,6.0,4802,"['Crime', 'Drama', 'Thriller']",A computer programmer's dream job at a hot Portland-based firm turns nightmarish when he discovers his boss has a secret and ruthless means of dispatching anti-trust problems.,['Peter Howitt'],"['Ryan Phillippe', 'Tim Robbins', 'Rachael Leigh Cook']",2001-01-12,6540,http://ia.media-imdb.com/images/M/MV5BMTk4NzE4MzQ1MF5BMl5BanBnXkFtZTcwMzkxNjUyMQ@@._V1_SX400_.jpg
Antiviral,2012,5.5,1709,"['Horror', 'Sci-Fi', 'Thriller']","After becoming infected with the virus that killed superstar Hannah Geist, Syd March must unravel the mystery surrounding her death to save his own life.",['Brandon Cronenberg'],"['Caleb Landry Jones', 'Lisa Berry', 'Sarah Gadon']",2012-05-19,6480,http://ia.media-imdb.com/images/M/MV5BNjI5MzY0OTgwMF5BMl5BanBnXkFtZTcwNzQ1MzAzOQ@@._V1_SX400_.jpg
Antwone Fisher,2002,7.1,4426,"['Biography', 'Drama', 'Romance']","Antwone Fisher, a young navy man, is forced to see a psychiatrist after a violent outburst against a fellow crewman. During the course of treatment a painful past is revealed and a new hope begins.",['Denzel Washington'],"['Denzel Washington', 'Derek Luke', 'Joy Bryant']",2002-09-12,7200,http://ia.media-imdb.com/images/M/MV5BNzQ4MjI1ODI0NF5BMl5BanBnXkFtZTcwMjA0MTQyMQ@@._V1_SX400_.jpg
Antz,1998,6.6,1970,"['Animation', 'Adventure', 'Comedy', 'Family']",A rather neurotic ant tries to break from his totalitarian society while trying to win the affection of the princess he loves.,"['Eric Darnell', 'Tim Johnson']","['Woody Allen', 'Sharon Stone', 'Gene Hackman']",1998-09-19,4980,http://ia.media-imdb.com/images/M/MV5BMTIyNjc4OTk2NF5BMl5BanBnXkFtZTcwMjcyMTcyMQ@@._V1_SX400_.jpg
